location,celltype
2:48628957_48629673,spinalCord
2:72909021_72909605,endothelium
2:76002760_76003374,spinalCord
2:91980302_91981292,somitic_mesoderm
2:9852619_9853335,gut
3:100981984_100982537,mid_hindbrain
3:102195687_102196196,spinalCord
3:10378486_10379062,spinalCord
3:11210956_11211797,spinalCord
3:11563796_11564302,spinalCord
3:119754462_119754970,spinalCord
3:138135903_138136513,mid_hindbrain
3:142301779_142302367,somitic_mesoderm
3:159469942_159470497,somitic_mesoderm
3:159856882_159857505,spinalCord
3:17489666_17490211,spinalCord
3:29755260_29755779,spinalCord
3:42830458_42831033,spinalCord
3:51916063_51916618,mid_hindbrain
3:85906684_85907250,spinalCord
4:120583819_120584324,spinalCord
4:129151177_129151787,forebrain
4:149403455_149403972,spinalCord
4:152916377_152917041,spinalCord
4:21687613_21688307,somitic_mesoderm
4:21722793_21723457,endothelium
4:41726769_41727274,spinalCord
4:46503085_46503586,spinalCord
4:6220463_6220965,spinalCord
4:6657141_6657671,somitic_mesoderm
4:71626537_71627107,spinalCord
4:75234554_75235080,gut
4:9060171_9060706,mid_hindbrain
5:101590255_101590824,spinalCord
5:102052905_102053416,somitic_mesoderm
5:106314092_106314597,somitic_mesoderm
5:124191525_124192054,spinalCord
5:127805534_127806035,endothelium
5:131640867_131641440,mid_hindbrain
5:139535390_139535982,neural_crest
5:146648454_146649113,neural_crest
5:147042490_147043038,somitic_mesoderm
5:17296641_17297149,spinalCord
5:17706958_17707554,spinalCord
5:18954048_18954551,spinalCord
5:29253835_29254394,mid_hindbrain
5:30241640_30242269,spinalCord
5:36228380_36229261,forebrain
5:38240816_38241317,neural_crest
5:64251441_64251961,erythroid
5:65836442_65837267,somitic_mesoderm
5:66042482_66043087,mid_hindbrain
5:69817098_69817601,spinalCord
5:72367503_72368134,spinalCord
5:82928681_82929301,spinalCord
5:85780939_85781472,spinalCord
5:8773774_8774292,spinalCord
5:93101238_93101790,forebrain
5:97299509_97300184,spinalCord
6:102421676_102422269,erythroid
6:111150461_111151508,spinalCord
6:118989934_118990552,somitic_mesoderm
6:121166055_121166587,neural_crest
6:13369922_13370488,mid_hindbrain
6:146979008_146979913,mesenchyme
6:22361867_22362431,endothelium
6:27950081_27950643,spinalCord
6:28819432_28819933,gut
6:28828561_28829075,spinalCord
6:32955180_32955693,spinalCord
6:52078454_52079353,somitic_mesoderm
6:66943487_66944013,mid_hindbrain
6:98049105_98049619,spinalCord
7:109849925_109850533,spinalCord
7:115866027_115866640,spinalCord
7:125211497_125212012,spinalCord
7:132640929_132641561,somitic_mesoderm
7:139904890_139905495,mid_hindbrain
7:140830659_140831263,spinalCord
7:141934418_141935030,mid_hindbrain
7:27756181_27756682,neural_crest
7:51869034_51869624,neural_crest
7:71112470_71113059,endothelium
7:75983065_75983648,spinalCord
7:77811922_77812509,spinalCord
8:10379057_10379563,endothelium
8:109312634_109313430,mid_hindbrain
8:11234789_11235290,spinalCord
8:116053371_116053940,spinalCord
8:116399466_116400054,spinalCord
8:117347512_117348028,spinalCord
8:23393920_23394866,spinalCord
8:32383498_32384006,spinalCord
8:36073163_36073675,spinalCord
8:57405158_57405705,spinalCord
8:58509014_58509555,spinalCord
8:63969921_63971036,spinalCord
8:78543550_78544112,spinalCord
8:78624920_78625537,endothelium
8:87300565_87301068,somitic_mesoderm
8:9661278_9661779,spinalCord
9:101472484_101473020,cardiomyocyte
9:102193210_102193730,spinalCord
9:103550876_103551438,spinalCord
9:108785262_108785779,spinalCord
9:112938605_112939270,forebrain
9:124267828_124268429,spinalCord
9:16517505_16518066,somitic_mesoderm
9:22755302_22755904,spinalCord
9:24293207_24293920,neural_crest
9:30240459_30241041,mid_hindbrain
9:32291597_32292127,endothelium
9:33233718_33234291,spinalCord
9:49922119_49922624,somitic_mesoderm
9:57829966_57830681,neural_crest
9:58850604_58851118,neural_crest
9:63965500_63966132,cardiomyocyte
9:65833562_65834164,somitic_mesoderm
9:68947687_68948290,spinalCord
9:77502542_77503075,spinalCord
9:79823381_79823970,neural_crest
9:79993054_79993563,somitic_mesoderm
9:89260797_89261298,forebrain
9:92839262_92839763,mesenchyme
X:11726522_11727045,spinalCord
X:141800695_141801393,spinalCord
X:43494884_43495621,spinalCord
X:52348647_52349237,endothelium
X:52753555_52754078,somitic_mesoderm
X:60657719_60658220,mid_hindbrain
